material_id,formula,band_gap,is_gap_direct,energy_above_hull,formation_energy_per_atom,crystal_system,spacegroup_symbol,spacegroup_number,estrutura_esperada,regime_calc,density,efermi,theoretical,has_experimental_ref,possible_species,familia
mp-1112108,Cs2TlSbBr6,1.2294,True,0.014962783,-1.500406737264369,Cubic,Fm-3m,225,perovskita dupla,GGA,4.149785128558839,1.04666667,True,False,"['Br-', 'Cs+', 'Sb3+', 'Tl+']",Perovskita Dupla
mp-989579,Rb2LiTlCl6,1.5593,True,0.016350675749999,-1.799548220166667,Cubic,Fm-3m,225,perovskita dupla,GGA,3.459505567753611,-0.50583333,True,False,"['Cl-', 'Rb+', 'Tl3+', 'Li+']",Perovskita Dupla
mp-1112999,Cs2LiTlCl6,1.5236,True,0.018173167250002,-1.823550346597702,Cubic,Fm-3m,225,perovskita dupla,GGA,3.844957647619074,-0.25916667,True,False,"['Cl-', 'Tl3+', 'Cs+', 'Li+']",Perovskita Dupla
mp-556345,Ag2BrNO3,1.6045,False,0.019580985714285,-0.6550704147619041,Orthorhombic,Pnma,62,perovskita dupla,GGA,5.030349553075043,0.65074933,False,True,"['Br-', 'O2-', 'Ag+', 'N5+']",Perovskita Dupla
mp-1112138,Cs2NaTlBr6,1.0093,True,0.01961205425,-1.571439963402299,Cubic,Fm-3m,225,perovskita dupla,GGA,4.257773071706295,-0.60690663,True,False,"['Br-', 'Na+', 'Tl3+', 'Cs+']",Perovskita Dupla
mp-1110912,K2AgSbBr6,1.1248,False,0.019743254750001,-1.322933582616666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.665237938929471,0.58401346,True,False,"['Br-', 'K+', 'Ag+', 'Sb3+']",Perovskita Dupla
mp-21445,Ba3In2O5F2,1.5869,False,0.020119398750003,-2.8372749840277773,Tetragonal,I4/mmm,139,perovskita dupla,GGA,6.026290766124467,2.97466774,False,True,"['F-', 'O2-', 'In3+', 'Ba2+']",Perovskita Dupla
mp-1110796,Rb2AgMoCl6,1.0147,True,0.022125837312501,-1.596520025666666,Cubic,Fm-3m,225,perovskita dupla,GGA,3.456050929596879,1.474918,True,False,"['Cl-', 'Rb+', 'Ag+', 'Mo3+']",Perovskita Dupla
mp-1112501,Cs2TlBiI6,1.3773,True,0.023518774000002,-1.170902798264369,Cubic,Fm-3m,225,perovskita dupla,GGA,4.507762778360555,1.24,True,False,"['I-', 'Cs+', 'Bi3+', 'Tl+']",Perovskita Dupla
mp-1111471,Cs2CuBiCl6,1.118399999999999,False,0.024176087499995,-1.458815747999986,Cubic,Fm-3m,225,perovskita dupla,GGA,4.152767141833456,2.16627479,True,False,"['Cu+', 'Cs+', 'Cl-', 'Bi3+']",Perovskita Dupla
mp-1112889,Cs2InBiCl6,1.7611999999999992,True,0.024267332666671,-1.768342909597702,Cubic,Fm-3m,225,perovskita dupla,GGA,3.5255403783025443,1.36943616,True,False,"['Cl-', 'Cs+', 'In+', 'Bi3+']",Perovskita Dupla
mp-753835,LiMn2O3F,1.1405,False,0.02463295455357,-2.318097760599344,Orthorhombic,Pnma,62,perovskita dupla,GGA+U,3.881525928314648,1.86750762,True,False,"['F-', 'O2-', 'Li+', 'Mn3+']",Perovskita Dupla
mp-1110804,Rb2AgSbBr6,1.1538,False,0.025189507562503,-1.366274936666666,Cubic,Fm-3m,225,perovskita dupla,GGA,4.039577554820427,0.58949628,True,False,"['Br-', 'Rb+', 'Ag+', 'Sb3+']",Perovskita Dupla
mp-1110668,Rb2LiMoCl6,1.537999999999999,False,0.025383649750001,-1.871898910833333,Cubic,Fm-3m,225,perovskita dupla,GGA,3.069651027066096,1.6475,True,False,"['Cl-', 'Rb+', 'Mo3+', 'Li+']",Perovskita Dupla
mp-1210304,Na2MnFeF7,1.3979,False,0.025392486704556,-2.863141835517241,Orthorhombic,Imma,74,perovskita dupla,GGA+U,3.092503667272831,0.38216869,True,True,"['Na+', 'Fe3+', 'Mn2+', 'F-']",Perovskita Dupla
